"Number of plantations in Swiss forest"

"Year";"Forest zone";"Canton";"Type of owner";"Wood species";"Number of plantations"
"1995";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";0
"1995";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";0
"1995";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";0
"1995";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";0
"1995";"Prealps";"Thurgau";"Type of owners - Total";"Species - Total";0
"1995";"Prealps";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Prealps";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Prealps";"Thurgau";"Private forest";"Species - Total";0
"1995";"Prealps";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"1995";"Prealps";"Thurgau";"Private forest";"Softwood (conifers)";0
"1995";"Prealps";"Thurgau";"Public forest";"Species - Total";0
"1995";"Prealps";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"1995";"Prealps";"Thurgau";"Public forest";"Softwood (conifers)";0
"1995";"Alps";"Glarus";"Type of owners - Total";"Species - Total";64150
"1995";"Alps";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";28290
"1995";"Alps";"Glarus";"Type of owners - Total";"Softwood (conifers)";35860
"1995";"Alps";"Glarus";"Private forest";"Species - Total";2100
"1995";"Alps";"Glarus";"Private forest";"Hardwood (deciduous)";100
"1995";"Alps";"Glarus";"Private forest";"Softwood (conifers)";2000
"1995";"Alps";"Glarus";"Public forest";"Species - Total";62050
"1995";"Alps";"Glarus";"Public forest";"Hardwood (deciduous)";28190
"1995";"Alps";"Glarus";"Public forest";"Softwood (conifers)";33860
"1995";"Alps";"Schaffhausen";"Type of owners - Total";"Species - Total";0
"1995";"Alps";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Alps";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Alps";"Schaffhausen";"Private forest";"Species - Total";0
"1995";"Alps";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
"1995";"Alps";"Schaffhausen";"Private forest";"Softwood (conifers)";0
"1995";"Alps";"Schaffhausen";"Public forest";"Species - Total";0
"1995";"Alps";"Schaffhausen";"Public forest";"Hardwood (deciduous)";0
"1995";"Alps";"Schaffhausen";"Public forest";"Softwood (conifers)";0
"1995";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";0
"1995";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Alps";"Appenzell Ausserrhoden";"Private forest";"Species - Total";0
"1995";"Alps";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";0
"1995";"Alps";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";0
"1995";"Alps";"Appenzell Ausserrhoden";"Public forest";"Species - Total";0
"1995";"Alps";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";0
"1995";"Alps";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";0
"1995";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";0
"1995";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Alps";"Appenzell Innerrhoden";"Private forest";"Species - Total";0
"1995";"Alps";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";0
"1995";"Alps";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";0
"1995";"Alps";"Appenzell Innerrhoden";"Public forest";"Species - Total";0
"1995";"Alps";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";0
"1995";"Alps";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"1995";"Alps";"St. Gallen";"Type of owners - Total";"Species - Total";44910
"1995";"Alps";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";31750
"1995";"Alps";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";13160
"1995";"Alps";"St. Gallen";"Private forest";"Species - Total";3250
"1995";"Alps";"St. Gallen";"Private forest";"Hardwood (deciduous)";3200
"1995";"Alps";"St. Gallen";"Private forest";"Softwood (conifers)";50
"1995";"Alps";"St. Gallen";"Public forest";"Species - Total";41660
"1995";"Alps";"St. Gallen";"Public forest";"Hardwood (deciduous)";28550
"1995";"Alps";"St. Gallen";"Public forest";"Softwood (conifers)";13110
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";457750
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";287883
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";169867
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";6066
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";2691
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";3375
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";451684
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";285192
"1995";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";166492
"1995";"Alps";"Thurgau";"Type of owners - Total";"Species - Total";0
"1995";"Alps";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Alps";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Alps";"Thurgau";"Private forest";"Species - Total";0
"1995";"Alps";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"1995";"Alps";"Thurgau";"Private forest";"Softwood (conifers)";0
"1995";"Alps";"Thurgau";"Public forest";"Species - Total";0
"1995";"Alps";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"1995";"Alps";"Thurgau";"Public forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Glarus";"Type of owners - Total";"Species - Total";0
"1995";"Southern Alps";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Southern Alps";"Glarus";"Private forest";"Species - Total";0
"1995";"Southern Alps";"Glarus";"Private forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Glarus";"Private forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Glarus";"Public forest";"Species - Total";0
"1995";"Southern Alps";"Glarus";"Public forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Glarus";"Public forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Schaffhausen";"Type of owners - Total";"Species - Total";0
"1995";"Southern Alps";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Southern Alps";"Schaffhausen";"Private forest";"Species - Total";0
"1995";"Southern Alps";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Schaffhausen";"Private forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Schaffhausen";"Public forest";"Species - Total";0
"1995";"Southern Alps";"Schaffhausen";"Public forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Schaffhausen";"Public forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";"Species - Total";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";"Species - Total";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Private forest";"Species - Total";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Public forest";"Species - Total";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"1995";"Southern Alps";"St. Gallen";"Type of owners - Total";"Species - Total";0
"1995";"Southern Alps";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Southern Alps";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Southern Alps";"St. Gallen";"Private forest";"Species - Total";0
"1995";"Southern Alps";"St. Gallen";"Private forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"St. Gallen";"Private forest";"Softwood (conifers)";0
"1995";"Southern Alps";"St. Gallen";"Public forest";"Species - Total";0
"1995";"Southern Alps";"St. Gallen";"Public forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"St. Gallen";"Public forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";17498
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";10352
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";7146
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";900
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";500
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";400
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";16598
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";9852
"1995";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";6746
"1995";"Southern Alps";"Thurgau";"Type of owners - Total";"Species - Total";0
"1995";"Southern Alps";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"1995";"Southern Alps";"Thurgau";"Private forest";"Species - Total";0
"1995";"Southern Alps";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Thurgau";"Private forest";"Softwood (conifers)";0
"1995";"Southern Alps";"Thurgau";"Public forest";"Species - Total";0
"1995";"Southern Alps";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"1995";"Southern Alps";"Thurgau";"Public forest";"Softwood (conifers)";0
"1996";"Switzerland";"Glarus";"Type of owners - Total";"Species - Total";62630
"1996";"Switzerland";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";27255
"1996";"Switzerland";"Glarus";"Type of owners - Total";"Softwood (conifers)";35375
"1996";"Switzerland";"Glarus";"Private forest";"Species - Total";500
"1996";"Switzerland";"Glarus";"Private forest";"Hardwood (deciduous)";0
"1996";"Switzerland";"Glarus";"Private forest";"Softwood (conifers)";500
"1996";"Switzerland";"Glarus";"Public forest";"Species - Total";62130
"1996";"Switzerland";"Glarus";"Public forest";"Hardwood (deciduous)";27255
"1996";"Switzerland";"Glarus";"Public forest";"Softwood (conifers)";34875
"1996";"Switzerland";"Schaffhausen";"Type of owners - Total";"Species - Total";60995
"1996";"Switzerland";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";42305
"1996";"Switzerland";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";18690
"1996";"Switzerland";"Schaffhausen";"Private forest";"Species - Total";5220
"1996";"Switzerland";"Schaffhausen";"Private forest";"Hardwood (deciduous)";4850
"1996";"Switzerland";"Schaffhausen";"Private forest";"Softwood (conifers)";370
"1996";"Switzerland";"Schaffhausen";"Public forest";"Species - Total";55775
"1996";"Switzerland";"Schaffhausen";"Public forest";"Hardwood (deciduous)";37455
"1996";"Switzerland";"Schaffhausen";"Public forest";"Softwood (conifers)";18320
"1996";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";12262
"1996";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";10326
"1996";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";1936
"1996";"Switzerland";"Appenzell Ausserrhoden";"Private forest";"Species - Total";6909
"1996";"Switzerland";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";6100
"1996";"Switzerland";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";809
"1996";"Switzerland";"Appenzell Ausserrhoden";"Public forest";"Species - Total";5353
"1996";"Switzerland";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";4226
"1996";"Switzerland";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";1127
"1996";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";11995
"1996";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";10569
"1996";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";1426
"1996";"Switzerland";"Appenzell Innerrhoden";"Private forest";"Species - Total";5760
"1996";"Switzerland";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";4774
"1996";"Switzerland";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";986
"1996";"Switzerland";"Appenzell Innerrhoden";"Public forest";"Species - Total";6235
"1996";"Switzerland";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";5795
"1996";"Switzerland";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";440
"1996";"Switzerland";"St. Gallen";"Type of owners - Total";"Species - Total";271052
"1996";"Switzerland";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";173888
"1996";"Switzerland";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";97164
"1996";"Switzerland";"St. Gallen";"Private forest";"Species - Total";55378
"1996";"Switzerland";"St. Gallen";"Private forest";"Hardwood (deciduous)";36692
"1996";"Switzerland";"St. Gallen";"Private forest";"Softwood (conifers)";18686
"1996";"Switzerland";"St. Gallen";"Public forest";"Species - Total";215674
"1996";"Switzerland";"St. Gallen";"Public forest";"Hardwood (deciduous)";137196
"1996";"Switzerland";"St. Gallen";"Public forest";"Softwood (conifers)";78478
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";524920
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";341180
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";183740
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";8957
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";8040
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";917
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";515963
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";333140
"1996";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";182823
"1996";"Switzerland";"Thurgau";"Type of owners - Total";"Species - Total";236232
"1996";"Switzerland";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";125979
"1996";"Switzerland";"Thurgau";"Type of owners - Total";"Softwood (conifers)";110253
"1996";"Switzerland";"Thurgau";"Private forest";"Species - Total";101150
"1996";"Switzerland";"Thurgau";"Private forest";"Hardwood (deciduous)";62415
"1996";"Switzerland";"Thurgau";"Private forest";"Softwood (conifers)";38735
"1996";"Switzerland";"Thurgau";"Public forest";"Species - Total";135082
"1996";"Switzerland";"Thurgau";"Public forest";"Hardwood (deciduous)";63564
"1996";"Switzerland";"Thurgau";"Public forest";"Softwood (conifers)";71518
"1996";"Jura";"Glarus";"Type of owners - Total";"Species - Total";0
"1996";"Jura";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"1996";"Jura";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"1996";"Jura";"Glarus";"Private forest";"Species - Total";0
"1996";"Jura";"Glarus";"Private forest";"Hardwood (deciduous)";0
